key,en,ko,ar,ja,source
"PROVIDER_DEPTS[1]","General Hospital","종합병원","مستشفى عام","総合病院","data.js"
"PROVIDER_DEPTS[2]","Dermatology","피부과","الجلدية","皮膚科","data.js"
"PROVIDER_DEPTS[3]","Plastic Surgery","성형외과","الجراحة التجميلية","美容外科","data.js"
"PROVIDER_DEPTS[4]","Ophthalmology","안과","طب العيون","眼科","data.js"
"PROVIDER_DEPTS[5]","Dentistry","치과","طب الأسنان","歯科","data.js"
"PROVIDER_DEPTS[6]","OB/GYN","산부인과","النساء والولادة","産婦人科","data.js"
"PROVIDER_DEPTS[7]","Urology","비뇨기과","المسالك البولية","泌尿器科","data.js"
"PROVIDER_DEPTS[8]","Orthopedics","정형외과","جراحة العظام","整形外科","data.js"
"PROVIDER_LANGS[0]","English","영어","الإنجليزية","英語","data.js"
"PROVIDER_LANGS[1]","Japanese","일본어","اليابانية","日本語","data.js"
"PROVIDER_LANGS[2]","Chinese","중국어","الصينية","中国語","data.js"
"PROVIDER_LANGS[3]","Vietnamese","베트남어","الفيتنامية","ベトナム語","data.js"
"PROVIDER_LANGS[4]","Thai","태국어","التايلاندية","タイ語","data.js"
"PROVIDER_LANGS[5]","Russian","러시아어","الروسية","ロシア語","data.js"
"PROVIDER_LANGS[6]","Arabic","아랍어","العربية","アラビア語","data.js"
"RECOVERY_BANDS[0]","Under 1 week","1주 미만","أقل من أسبوع","1週間未満","data.js"
"RECOVERY_BANDS[1]","1–2 weeks","1–2주","أسبوع إلى أسبوعين","1〜2週間","data.js"
"RECOVERY_BANDS[2]","About 1 month","약 1개월","شهر تقريباً","約1か月","data.js"
"REVIEWS[0].text","I looked for a SMILE LASIK clinic for the same day as the eye exam and CareBridge arranged everything perfectly.","안과 검진 당일에 받을 수 있는 스마일 라식 클리닉을 찾았는데 CareBridge이 모든 걸 완벽히 준비해줬어요.","بحثت عن عيادة SMILE LASIK في نفس يوم فحص العين، ورتّبت CareBridge كل شيء بشكل مثالي.","眼科検診と同じ日に受けられるSMILE LASIKのクリニックを探していたのですが、CareBridgeがすべて完璧に手配してくれました。","data.js"
"REVIEWS[0].author","Michael R.","마이클 R.","مايكل ر.","Michael R.","data.js"
"REVIEWS[0].source","Gangnam Seoul Bright Eye Clinic","강남서울밝은안과","عيادة قانغنام سيول برايت آي","江南ソウル明るい眼科","data.js"
"REVIEWS[0].treatment","SMILE LASIK","스마일 라식","SMILE LASIK","SMILE LASIK","data.js"
"REVIEWS[1].text","I was able to get the partnered discount without any issues, and the staff kindly brought tea while I was waiting.","제휴 할인을 문제없이 받았고, 기다리는 동안 직원분이 친절하게 차도 내주셨어요.","حصلت على الخصم الخاص بالشراكة دون أي مشاكل، وقدّم الموظفون بلطف الشاي أثناء انتظاري.","提携割引を問題なく受けられ、待っている間にはスタッフの方が親切にお茶まで出してくださいました。","data.js"
"REVIEWS[1].author","Sarah L.","사라 L.","سارة ل.","Sarah L.","data.js"
"REVIEWS[1].source","Gangnam Seoul Bright Eye Clinic","강남서울밝은안과","عيادة قانغنام سيول برايت آي","江南ソウル明るい眼科","data.js"
"REVIEWS[1].treatment","Dermatology","피부과","الأمراض الجلدية","皮膚科","data.js"
"REVIEWS[2].text","I got my eyes treated with SMILE LASIK here and I'm truly satisfied with the results — clear vision in 48 hours.","여기서 스마일 라식을 받았는데 결과에 정말 만족해요 — 48시간 만에 선명한 시야.","عالجت عينيّ بتقنية SMILE LASIK هنا وأنا راضٍ حقًا عن النتائج — رؤية واضحة خلال 48 ساعة.","ここでSMILE LASIKを受けましたが、結果に本当に満足しています — 48時間で視界がクリアになりました。","data.js"
"REVIEWS[2].author","James T.","제임스 T.","جيمس ت.","James T.","data.js"
"REVIEWS[2].source","Gangnam Seoul Bright Eye Clinic","강남서울밝은안과","عيادة قانغنام سيول برايت آي","江南ソウル明るい眼科","data.js"
"REVIEWS[2].treatment","SMILE LASIK","스마일 라식","SMILE LASIK","SMILE LASIK","data.js"
"REVITAL.eyebrow","Revital","리바이탈","ريفايتال","リバイタル","data.js"
"REVITAL.title","Revital","리바이탈","ريفايتال","リバイタル","data.js"
"REVITAL.sub","Beyond checkups — specialized treatments to look and feel your best, at Korea's leading clinics.","검진을 넘어 — 한국 대표 클리닉에서 최상의 컨디션을 위한 전문 시술.","ما وراء الفحوصات — علاجات متخصصة لتبدو وتشعر بأفضل حال، في عيادات كوريا الرائدة.","検診の先へ — 韓国有数のクリニックで、最高の見た目とコンディションを叶える専門治療。","data.js"
"REVITAL.items[0]","Ophthalmology","안과","طب العيون","眼科","data.js"
"REVITAL.items[0].lead","SMILE LASIK & vision correction","스마일 라식·시력 교정","SMILE LASIK وتصحيح النظر","SMILE LASIK・視力矯正","data.js"
"REVITAL.items[1]","Dental","치과","طب الأسنان","歯科","data.js"
"REVITAL.items[1].lead","Implants, whitening & orthodontics","임플란트·미백·교정","زراعة الأسنان والتبييض وتقويم الأسنان","インプラント・ホワイトニング・矯正","data.js"
"REVITAL.items[2]","Plastic Surgery","성형외과","الجراحة التجميلية","美容外科","data.js"
"REVITAL.items[2].lead","Aesthetic & reconstructive surgery","미용·재건 성형","جراحة تجميلية وترميمية","美容・再建外科","data.js"
"REVITAL.items[3]","Dermatology","피부과","الجلدية","皮膚科","data.js"
"REVITAL.items[3].lead","Skin rejuvenation & laser care","피부 재생·레이저 케어","تجديد البشرة والعناية بالليزر","肌の再生・レーザーケア","data.js"
"REVITAL.items[4]","Hair Loss","모발이식","تساقط الشعر","薄毛治療","data.js"
"REVITAL.items[4].lead","Hair transplant & restoration","모발이식·복원","زراعة الشعر واستعادته","植毛・毛髪再生","data.js"
"REVITAL.items[5]","Interventional Radiology","인터벤션 영상의학","الأشعة التداخلية","インターベンショナル ラジオロジー","data.js"
"REVITAL.items[5].lead","Minimally-invasive image-guided care","최소 침습 영상유도 시술","رعاية موجّهة بالتصوير طفيفة التوغّل","低侵襲の画像ガイド下治療","data.js"
"REVITAL.items[6]","Urology","비뇨의학과","المسالك البولية","泌尿器科","data.js"
"REVITAL.items[6].lead","Men's health & urologic care","남성 건강·비뇨기 진료","صحة الرجل ورعاية المسالك البولية","男性の健康・泌尿器診療","data.js"
"SCAN_MENU.groups[0].label","MRI Scans","MRI 스캔","فحوصات MRI","MRI 検査","data.js"
"SCAN_MENU.groups[0].items[0].name","MRI Scan","MRI 스캔","فحص MRI","MRI 検査","data.js"
"SCAN_MENU.groups[0].items[0].time","22 min","22분","22 دقيقة","22分","data.js"
"SCAN_MENU.groups[0].items[0].tag","No radiation","방사선 없음","بدون إشعاع","放射線なし","data.js"
"SCAN_MENU.groups[0].items[0].desc","Scans for signs of hundreds of potential conditions, including early signs of cancer of the brain, thyroid, liver, gallbladder, pancreas, spleen, kidneys, adrenal glands, bladder, ovaries, uterus, and prostate.","뇌·갑상선·간·담낭·췌장·비장·신장·부신·방광·난소·자궁·전립선의 암 초기 징후를 포함해 수백 가지 잠재 질환의 징후를 검사합니다.","يفحص علامات مئات الحالات المحتملة، بما في ذلك العلامات المبكرة لسرطان الدماغ والغدة الدرقية والكبد والمرارة والبنكرياس والطحال والكلى والغدد الكظرية والمثانة والمبيضين والرحم والبروستاتا.","脳・甲状腺・肝臓・胆嚢・膵臓・脾臓・腎臓・副腎・膀胱・卵巣・子宮・前立腺のがんの初期兆候を含め、数百種類にのぼる潜在的な疾患の兆候を検査します。","data.js"
"SCAN_MENU.groups[0].items[0].includes[0]","Head","머리","الرأس","頭部","data.js"
"SCAN_MENU.groups[0].items[0].includes[1]","Neck","목","العنق","頸部","data.js"
"SCAN_MENU.groups[0].items[0].includes[2]","Abdomen","복부","البطن","腹部","data.js"
"SCAN_MENU.groups[0].items[0].includes[3]","Pelvis","골반","الحوض","骨盤","data.js"
"SCAN_MENU.groups[0].items[0].note","Also helps detect signs of prior stroke, sinus inflammation, fatty liver, uterine fibroids, and abdominal aortic aneurysm.","과거 뇌졸중, 부비동 염증, 지방간, 자궁근종, 복부대동맥류의 징후 발견에도 도움이 됩니다.","يساعد أيضًا في اكتشاف علامات السكتة الدماغية السابقة، والتهاب الجيوب الأنفية، والكبد الدهني، والأورام الليفية الرحمية، وتمدد الشريان الأورطي البطني.","過去の脳卒中、副鼻腔の炎症、脂肪肝、子宮筋腫、腹部大動脈瘤の兆候の発見にも役立ちます。","data.js"
"SCAN_MENU.groups[0].items[1].name","MRI Scan with Spine","MRI 스캔 + 척추","فحص MRI مع العمود الفقري","MRI 検査 + 脊椎","data.js"
"SCAN_MENU.groups[0].items[1].time","47 min","47분","47 دقيقة","47分","data.js"
"SCAN_MENU.groups[0].items[1].tag","No radiation","방사선 없음","بدون إشعاع","放射線なし","data.js"
"SCAN_MENU.groups[0].items[1].desc","Everything in the MRI Scan, plus spine coverage to look for signs of spinal lesions and tumors, herniated discs, cervical spinal stenosis, spondylosis, fractures, scoliosis, arthritis, and other degenerative changes.","MRI 스캔의 모든 항목에 더해, 척추 병변·종양, 추간판 탈출(디스크), 경추 척추관 협착, 척추증, 골절, 척추측만, 관절염 등 퇴행성 변화의 징후를 확인하는 척추 영역을 포함합니다.","كل ما في فحص MRI، إضافةً إلى تغطية العمود الفقري للبحث عن علامات الآفات والأورام الفقرية، والانزلاق الغضروفي، وتضيّق القناة الشوكية العنقية، وداء الفقار، والكسور، والجنف، والتهاب المفاصل، وغيرها من التغيّرات التنكّسية.","MRI 検査のすべての項目に加え、脊椎の病変・腫瘍、椎間板ヘルニア、頸部脊柱管狭窄症、脊椎症、骨折、側弯症、関節炎などの変性変化の兆候を確認する脊椎領域を含みます。","data.js"
"SCAN_MENU.groups[0].items[1].includes[0]","Head","머리","الرأس","頭部","data.js"
"SCAN_MENU.groups[0].items[1].includes[1]","Neck","목","العنق","頸部","data.js"
"SCAN_MENU.groups[0].items[1].includes[2]","Abdomen","복부","البطن","腹部","data.js"
"SCAN_MENU.groups[0].items[1].includes[3]","Pelvis","골반","الحوض","骨盤","data.js"
"SCAN_MENU.groups[0].items[1].includes[4]","Spine","척추","العمود الفقري","脊椎","data.js"
"SCAN_MENU.groups[0].items[2].name","MRI Scan with Skeletal and Neurological Assessment","MRI 스캔 + 근골격·신경 평가","فحص MRI مع تقييم الجهاز الهيكلي والعصبي","MRIスキャン + 筋骨格・神経評価","data.js"
"SCAN_MENU.groups[0].items[2].time","2 × ~60 min sessions","약 60분 × 2회","جلستان × ~60 دقيقة","約60分 × 2回","data.js"
"SCAN_MENU.groups[0].items[2].tag","No radiation","방사선 없음","بدون إشعاع","放射線なし","data.js"
"SCAN_MENU.groups[0].items[2].desc","Everything in the MRI Scan with Spine, plus looks for signs of neurodegeneration in the brain and narrowing in the arteries of the head and neck, and provides a brain age analysis.","MRI 척추 스캔의 모든 항목에 더해, 뇌의 신경퇴행 징후와 머리·목 동맥의 협착을 확인하고 뇌 나이 분석을 제공합니다.","كل ما في فحص MRI مع العمود الفقري، إضافةً إلى البحث عن علامات التنكّس العصبي في الدماغ والتضيّق في شرايين الرأس والعنق، مع تحليل عمر الدماغ.","MRI脊椎スキャンの全項目に加え、脳の神経変性の兆候や頭頸部動脈の狭窄を確認し、脳年齢分析を提供します。","data.js"
"SCAN_MENU.groups[0].items[2].includes[0]","Head","머리","الرأس","頭部","data.js"
"SCAN_MENU.groups[0].items[2].includes[1]","Neck","목","العنق","頸部","data.js"
"SCAN_MENU.groups[0].items[2].includes[2]","Abdomen","복부","البطن","腹部","data.js"
"SCAN_MENU.groups[0].items[2].includes[3]","Pelvis","골반","الحوض","骨盤","data.js"
"SCAN_MENU.groups[0].items[2].includes[4]","Spine","척추","العمود الفقري","脊椎","data.js"
"SCAN_MENU.groups[0].items[2].includes[5]","Musculoskeletal Assessment (Hips/Knees)","근골격 평가(고관절/무릎)","تقييم الجهاز العضلي الهيكلي (الوركين/الركبتين)","筋骨格評価（股関節/膝）","data.js"
"SCAN_MENU.groups[0].items[2].includes[6]","MR Angiogram (Head/Neck)","MR 혈관조영(머리/목)","تصوير الأوعية بالرنين المغناطيسي (الرأس/العنق)","MR血管造影（頭部/頸部）","data.js"
"SCAN_MENU.groups[0].items[2].includes[7]","Brain Analysis","뇌 분석","تحليل الدماغ","脳分析","data.js"
"SCAN_MENU.groups[0].items[2].includes[8]","Body Composition Profiling","체성분 프로파일링","تحليل تركيب الجسم","体組成プロファイリング","data.js"
"SCAN_MENU.groups[0].items[2].note","Also includes body composition assessment (fat and muscle volume), hip evaluation (labrum, cartilage, and joint health), and knee scans (for meniscus, ACL, and MCL injuries).","체성분 평가(지방·근육량), 고관절 평가(관절와순·연골·관절 건강), 무릎 스캔(반월상연골·ACL·MCL 손상)도 포함합니다.","يشمل أيضًا تقييم تركيب الجسم (حجم الدهون والعضلات)، وتقييم الورك (الشفا الحُقّي والغضروف وصحة المفصل)، وفحوصات الركبة (لإصابات الغضروف الهلالي والرباط الصليبي الأمامي والرباط الجانبي الإنسي).","体組成評価（脂肪・筋肉量）、股関節評価（関節唇・軟骨・関節の健康状態）、膝スキャン（半月板・ACL・MCL損傷）も含まれます。","data.js"
"SCAN_MENU.groups[1].label","CT Scans","CT 스캔","فحوصات CT","CTスキャン","data.js"
"SCAN_MENU.groups[1].items[0].name","Heart CT Scan","심장 CT 스캔","فحص CT للقلب","心臓CTスキャン","data.js"
"SCAN_MENU.groups[1].items[0].time","5 min","5분","5 دقائق","5分","data.js"
"SCAN_MENU.groups[1].items[0].tag","Low-dose","저선량","جرعة منخفضة","低線量","data.js"
"SCAN_MENU.groups[1].items[0].desc","This low-dose CT scan measures calcium buildup in the arteries of the heart (coronary arteries), with a coronary artery calcium (CAC) score to assess long-term cardiovascular risk. The images are timed with the heartbeat to avoid blurriness from the heart's normal movement and rhythm.","저선량 CT 스캔으로 심장 동맥(관상동맥)의 칼슘 침착을 측정하고, 관상동맥 칼슘(CAC) 점수로 장기 심혈관 위험을 평가합니다. 심장 박동에 맞춰 촬영해 움직임으로 인한 흐림을 방지합니다.","يقيس هذا الفحص المقطعي منخفض الجرعة تراكم الكالسيوم في شرايين القلب (الشرايين التاجية)، مع درجة كالسيوم الشرايين التاجية (CAC) لتقييم مخاطر القلب والأوعية الدموية على المدى الطويل. تُلتقط الصور بالتزامن مع نبض القلب لتجنب التشوّش الناتج عن حركة القلب وإيقاعه الطبيعيين.","この低線量CTスキャンでは、心臓の動脈（冠動脈）のカルシウム沈着を測定し、冠動脈カルシウム（CAC）スコアで長期的な心血管リスクを評価します。心拍に合わせて撮影することで、心臓の動きや拍動によるぶれを防ぎます。","data.js"
"SCAN_MENU.groups[1].items[0].includes[0]","Gated Coronary Artery Calcium (CAC) Score","게이팅 관상동맥 칼슘(CAC) 점수","درجة كالسيوم الشرايين التاجية (CAC) المتزامنة","ゲーティング冠動脈カルシウム（CAC）スコア","data.js"
"SCAN_MENU.groups[1].items[1].name","Lung CT Scan","폐 CT 스캔","فحص الرئة بالأشعة المقطعية (CT)","肺CTスキャン","data.js"
"SCAN_MENU.groups[1].items[1].time","3 min","3분","3 دقائق","3分","data.js"
"SCAN_MENU.groups[1].items[1].tag","Low-dose","저선량","جرعة منخفضة","低線量","data.js"
"SCAN_MENU.groups[1].items[1].desc","This low-dose CT scan can help detect early signs of lung cancer, lung nodules or masses, emphysema, and other lung or airway abnormalities. May comment on overall heart size.","저선량 CT 스캔으로 폐암 초기 징후, 폐 결절·종괴, 폐기종 및 기타 폐·기도 이상을 조기에 발견할 수 있습니다. 전반적인 심장 크기에 대한 소견을 포함할 수 있습니다.","يساعد هذا الفحص المقطعي منخفض الجرعة على اكتشاف العلامات المبكرة لسرطان الرئة، والعُقيدات أو الكتل الرئوية، والنفاخ الرئوي، وغيرها من تشوّهات الرئة أو المجاري الهوائية. وقد يتضمّن ملاحظات حول الحجم العام للقلب.","この低線量CTスキャンでは、肺がんの初期兆候、肺結節・腫瘤、肺気腫、その他の肺・気道の異常を早期に発見できます。心臓全体の大きさに関する所見を含む場合があります。","data.js"
"SCAN_MENU.groups[1].items[1].includes[0]","Lungs and surrounding chest structures","폐 및 주변 흉부 구조","الرئتان والبُنى الصدرية المحيطة بهما","肺および周辺の胸部構造","data.js"
"SCAN_MENU.groups[1].items[1].note","Chest CT also looks for enlarged lymph nodes in the center of the chest and signs of inflammation or scarring in the lung tissue.","흉부 CT는 흉부 중앙의 림프절 비대와 폐 조직의 염증·반흔 징후도 확인합니다.","يبحث فحص الصدر المقطعي أيضاً عن العُقد اللمفية المتضخّمة في وسط الصدر وعن علامات الالتهاب أو التندّب في أنسجة الرئة.","胸部CTでは、胸部中央のリンパ節腫大や、肺組織の炎症・瘢痕の兆候も確認します。","data.js"
"SCAN_MENU.why.title","Why our members choose MRI and CT scans","왜 MRI·CT 스캔을 선택할까요","لماذا يختار أعضاؤنا فحوصات MRI وCT","会員がMRI・CTスキャンを選ぶ理由","data.js"
"SCAN_MENU.why.note","Download your scan to share with your healthcare provider.","스캔 결과를 내려받아 담당 의료진과 공유할 수 있습니다.","نزّل نتائج فحصك لمشاركتها مع مقدّم الرعاية الصحية الخاص بك.","スキャン結果をダウンロードして、担当の医療機関と共有できます。","data.js"
"SCAN_MENU.why.points[0].t","Detailed report and insights","상세 리포트와 인사이트","تقرير مفصّل ورؤى دقيقة","詳細なレポートとインサイト","data.js"
"SCAN_MENU.why.points[0].d","Receive findings unique to you, with direct outreach if anything is urgent.","개인 맞춤 소견을 받고, 긴급 사항이 있으면 직접 안내해 드립니다.","احصل على نتائج خاصة بك، مع تواصل مباشر إن كان هناك أمر عاجل.","あなたに合わせた所見をお届けし、緊急を要する場合は直接ご連絡します。","data.js"
"SCAN_MENU.why.points[1].t","AI-assisted imaging","AI 영상 분석","تصوير مدعوم بالذكاء الاصطناعي","AI支援による画像解析","data.js"
"SCAN_MENU.why.points[1].d","State-of-the-art AI image enhancement, plus AI-assisted medical reports.","최신 AI 영상 보정과 AI 보조 판독 리포트를 제공합니다.","تحسين متطوّر للصور بالذكاء الاصطناعي، إضافةً إلى تقارير طبية مدعومة بالذكاء الاصطناعي.","最先端のAI画像補正に加え、AI支援による医療レポートを提供します。","data.js"
"SCAN_MENU.why.points[2].t","Personal Care Advisor","전담 케어 어드바이저","مستشار رعاية شخصي","専任ケアアドバイザー","data.js"
"SCAN_MENU.why.points[2].d","We support you at every step of your journey toward better health.","더 건강한 삶을 위한 여정의 모든 단계를 함께합니다.","ندعمك في كل خطوة من رحلتك نحو صحة أفضل.","より健康な毎日を目指す道のりのあらゆる段階をサポートします。","data.js"
"SCAN_MENU.why.points[3].t","Radiologist-approved protocols","전문의 승인 프로토콜","بروتوكولات معتمدة من أخصائيي الأشعة","放射線科医承認のプロトコル","data.js"
"SCAN_MENU.why.points[3].d","Scan protocols developed with MRI technologists and approved by radiologists.","영상의학 기사와 함께 개발하고 영상의학과 전문의가 승인한 스캔 프로토콜을 사용합니다.","بروتوكولات فحص طُوّرت مع فنيي التصوير بالرنين المغناطيسي واعتمدها أخصائيو الأشعة.","MRI技師とともに開発し、放射線科医が承認したスキャンプロトコルを使用します。","data.js"
"SERVICES[0]","Health Check-up","건강검진","الفحص الصحي","健康診断","data.js"
"SERVICES[0].desc","Comprehensive, MRI and hospital-based checkups.","종합·MRI·병원 지정 검진.","فحوصات شاملة، وفحوصات MRI، وفحوصات داخل المستشفيات.","総合・MRI・病院指定の検診。","data.js"
"SERVICES[1]","Revital","리바이탈","ريفيتال","リバイタル","data.js"
"SERVICES[1].desc","Ophthalmology, dental, dermatology and more.","안과·치과·피부과 등 전문 시술.","طب العيون، والأسنان، والجلدية، وغيرها.","眼科・歯科・皮膚科などの専門施術。","data.js"
"SERVICES[2]","Transportation","교통","النقل","交通","data.js"
"SERVICES[2].desc","Airport pickup and in-Korea transfers arranged.","공항 영접과 한국 내 이동을 준비합니다.","ترتيب الاستقبال من المطار والتنقّلات داخل كوريا.","空港送迎と韓国内の移動を手配します。","data.js"
"SERVICES[3]","Accommodation","숙박","الإقامة","宿泊","data.js"
"SERVICES[3].desc","Hospital-adjacent hotels and recovery stays.","병원 인근 호텔과 회복 숙소.","فنادق قريبة من المستشفيات وإقامات للتعافي.","病院近隣のホテルや回復用の滞在先。","data.js"
"SERVICES[4]","Tour","투어","الجولات","ツアー","data.js"
"SERVICES[4].desc","Curated Korea experiences between appointments.","일정 사이 한국을 즐기는 큐레이션 투어.","تجارب كورية منتقاة بين المواعيد.","予約の合間に韓国を楽しむ厳選ツアー。","data.js"
"SERVICES[5]","Association","제휴","الشراكات","提携","data.js"
"SERVICES[5].desc","Partner clinics, insurers and referral programs.","제휴 클리닉·보험사·추천 프로그램.","عيادات شريكة، وشركات تأمين، وبرامج إحالة.","提携クリニック・保険会社・紹介プログラム。","data.js"
"UI.signin","Sign in","로그인","تسجيل الدخول","ログイン","data.js"
"UI.myaccount","My account","마이페이지","حسابي","マイページ","data.js"
"UI.viewMore","View more","자세히 보기","عرض المزيد","詳しく見る","data.js"
"UI.learnMore","Learn more","더 알아보기","اعرف المزيد","もっと見る","data.js"
"UI.book","Book now","예약하기","احجز الآن","予約する","data.js"
"UI.all","All","전체","الكل","すべて","data.js"
"UI.send","Send","보내기","إرسال","送信","data.js"
"UI.langLabel","EN","한","AR","日","data.js"
"UI.addCart","Save treatment","관심시술 담기","حفظ العلاج","施術を保存","data.js"
"UI.inCart","Saved — View saved →","담김 — 관심시술 보기 →","تم الحفظ — عرض المحفوظات →","保存済み — 保存した施術を見る →","data.js"
"UI.reserve","Request reservation","예약 신청","طلب حجز","予約を申し込む","data.js"
"UI.cart","Saved","관심시술","المحفوظات","保存した施術","data.js"
"UI.treatments","Treatments","시술","العلاجات","施術","data.js"
"UI.qty","Reservations","예약 수","الحجوزات","予約数","data.js"
"UI.viewHospital","View hospital","병원 상세","عرض المستشفى","病院の詳細","data.js"
"WHY.title","Why Korea, specifically?","왜 한국인가요?","لماذا كوريا تحديداً؟","なぜ韓国なのか？","data.js"
"WHY.sub","World-class outcomes, advanced technology, and exceptional value.","세계적 수준의 결과, 첨단 기술, 그리고 탁월한 가치.","نتائج عالمية المستوى، وتقنية متقدّمة، وقيمة استثنائية.","世界水準の成果、先進の技術、そして卓越した価値。","data.js"
"WHY.stats[0].label","Cost Savings","비용 절감","توفير في التكاليف","コスト削減","data.js"
"WHY.stats[0].sub","Lower than equivalent care in the U.S.","미국 동일 진료 대비 절감","أقل من الرعاية المماثلة في الولايات المتحدة.","米国での同等の医療と比較して低コスト","data.js"
"WHY.stats[1].label","Health Care Index","의료 품질 지수","مؤشر الرعاية الصحية","医療品質指数","data.js"
"WHY.stats[1].sub","Korea ranked No. 2 globally in Healthcare Quality in 2024.","2024년 의료 품질 세계 2위.","احتلّت كوريا المرتبة الثانية عالمياً في جودة الرعاية الصحية عام 2024.","2024年、医療品質で韓国が世界第2位にランクイン。","data.js"
"WHY.stats[2].label","Detection Rates","조기 발견율","معدّلات الكشف","早期発見率","data.js"
"WHY.stats[2].sub","Early cancer detection rates in Korea are about twice the OECD average.","한국의 암 조기 발견율은 OECD 평균의 약 2배.","معدّلات الكشف المبكر عن السرطان في كوريا تبلغ نحو ضعف متوسط منظمة التعاون الاقتصادي والتنمية (OECD).","韓国のがん早期発見率はOECD平均の約2倍です。","data.js"
"Contact","Contact","문의하기","تواصل معنا","お問い合わせ","ui"
"Get in touch","Get in touch","상담 문의","ابقَ على تواصل","ご相談・お問い合わせ","ui"
"Received","Received","접수되었습니다","تم الاستلام","受け付けました","ui"
"A confirmation email was sent and our global team was notified.","A confirmation email was sent and our global team was notified.","확인 메일을 보내드렸고, 글로벌팀에 전달되었습니다.","تم إرسال بريد تأكيد وإخطار فريقنا العالمي.","確認メールをお送りし、グローバルチームに通知しました。","ui"
"Name","Name","이름","الاسم","お名前","ui"
"Phone (with country code)","Phone (with country code)","연락처 (국가번호 포함)","الهاتف (مع رمز الدولة)","電話番号（国番号を含む）","ui"
"Select category","Select category","병원 구분 선택","اختر الفئة","病院区分を選択","ui"
"Tell us about the treatment you're considering","Tell us about the treatment you're considering","고민 중인 시술/수술 등 자유롭게 적어주세요","أخبرنا عن العلاج الذي تفكّر فيه","ご検討中の施術・手術などをご自由にご記入ください","ui"
"I'm not a robot","I'm not a robot","로봇이 아닙니다","لست روبوتاً","私はロボットではありません","ui"
"Start Consultation","Start Consultation","상담 신청","ابدأ الاستشارة","相談を申し込む","ui"
"Comprehensive medical travel to Korea","Comprehensive medical travel to Korea","한국 의료관광 종합 플랫폼","سفر طبي شامل إلى كوريا","韓国医療ツーリズム総合プラットフォーム","ui"
"Curated by CareBridge","Curated by CareBridge","CareBridge 큐레이션","بإشراف CareBridge","CareBridge キュレーション","ui"
"Search treatments, clinics, or concerns","Search treatments, clinics, or concerns","시술·클리닉·증상 검색","ابحث عن العلاجات أو العيادات أو الأعراض","施術・クリニック・症状を検索","ui"
"Search","Search","검색","بحث","検索","ui"
"One journey. One coordinator. One call.","One journey. One coordinator. One call.","하나의 여정. 한 명의 코디네이터. 한 번의 연락.","رحلة واحدة. منسّق واحد. اتصال واحد.","ひとつの旅。ひとりのコーディネーター。ひとつの連絡先。","ui"
"Providers","Providers","파트너 병원","مقدّمو الخدمة","パートナー病院","ui"
"Find trusted Korean providers","Find trusted Korean providers","신뢰할 수 있는 한국 병원","اعثر على مقدّمي خدمة كوريين موثوقين","信頼できる韓国の病院を探す","ui"
"Verified hospitals and clinics with international patient support.","Verified hospitals and clinics with international patient support.","국제 환자 지원이 가능한 검증된 병원·클리닉.","مستشفيات وعيادات موثّقة مع دعم للمرضى الدوليين.","外国人患者サポートが可能な、認証済みの病院・クリニック。","ui"
"View all","View all","전체 보기","عرض الكل","すべて見る","ui"
"Reviews","Reviews","방문자 후기","التقييمات","利用者の口コミ","ui"
"What Our Visitors Say","What Our Visitors Say","방문자들의 후기","ماذا يقول زوّارنا","利用者の声","ui"
"Service","Service","서비스","الخدمة","サービス","ui"
"One visit, complete care","One visit, complete care","한 번의 방문, 모든 케어","زيارة واحدة، رعاية متكاملة","一度の来訪で、すべてのケアを","ui"
"From checkups to procedures, transport, stay and tours — CareBridge Global arranges it all.","From checkups to procedures, transport, stay and tours — CareBridge Global arranges it all.","검진부터 시술, 교통·숙박·투어까지 전 과정을 CareBridge Global이 준비합니다.","من الفحوصات إلى الإجراءات والتنقّل والإقامة والجولات — تتولّى CareBridge Global ترتيب كل ذلك.","検診から施術、交通・宿泊・ツアーまで、すべての工程をCareBridge Globalが手配します。","ui"
"Check-up not found.","Check-up not found.","검진 항목을 찾을 수 없습니다.","لم يتم العثور على الفحص.","検診項目が見つかりません。","ui"
"Back to Health Check-up","Back to Health Check-up","건강검진으로","العودة إلى الفحص الصحي","健康診断へ戻る","ui"
"Book this scan","Book this scan","스캔 예약","احجز هذا الفحص","このスキャンを予約","ui"
"Time","Time","소요 시간","المدة","所要時間","ui"
"What's included","What's included","포함 항목","ما الذي يتضمّنه","含まれる項目","ui"
"Region","Region","지역","المنطقة","地域","ui"
"Date","Date","날짜","التاريخ","日付","ui"
"English Available","English Available","영어 가능","الإنجليزية متاحة","英語対応可","ui"
"Except sold out","Except sold out","품절 제외","باستثناء المنتهية","満席を除く","ui"
"Filter","Filter","필터","تصفية","フィルター","ui"
"Monthly Best","Monthly Best","이달의 인기순","الأكثر رواجاً هذا الشهر","今月の人気順","ui"
"Default","Default","기본순","الترتيب الافتراضي","標準順","ui"
"Deposit ","Deposit ","예약금 ","عربون ","予約金 ","ui"
"Earn 10% Back","Earn 10% Back","10% 적립","استرجع 10%","10%還元","ui"
"Instant Book","Instant Book","즉시 예약","حجز فوري","即時予約","ui"
